cr_id,gender,age,race
1045140,FEMALE,60.0,WHITE
1045141,MALE,47.0,WHITE
1045143,MALE,36.0,WHITE
1045144,MALE,,WHITE
1045145,MALE,52.0,WHITE
1045146,FEMALE,35.0,BLACK
1045147,FEMALE,58.0,BLACK
1045148,FEMALE,60.0,BLACK
1045149,MALE,,
1045150,FEMALE,57.0,HISPANIC
1045154,MALE,27.0,BLACK
1045155,MALE,53.0,BLACK
1045157,MALE,,
1045158,MALE,,
1045160,FEMALE,55.0,WHITE
1045161,FEMALE,39.0,BLACK
1045163,MALE,28.0,BLACK
1045166,FEMALE,30.0,BLACK
1045167,FEMALE,54.0,BLACK
1045168,MALE,38.0,BLACK
1045169,MALE,67.0,WHITE
1045171,FEMALE,29.0,WHITE
1045173,MALE,,HISPANIC
1045175,MALE,58.0,BLACK
1045177,MALE,35.0,BLACK
1045178,FEMALE,43.0,BLACK
1045180,FEMALE,26.0,BLACK
1045181,MALE,56.0,BLACK
1045182,FEMALE,45.0,BLACK
1045183,MALE,28.0,BLACK
1045184,FEMALE,57.0,WHITE
1045187,FEMALE,51.0,BLACK
1045189,MALE,36.0,BLACK
1045191,FEMALE,33.0,WHITE
1045192,FEMALE,58.0,WHITE
1045202,FEMALE,37.0,BLACK
1045203,FEMALE,26.0,BLACK
1045204,MALE,29.0,BLACK
1045205,FEMALE,56.0,BLACK
1045206,FEMALE,44.0,BLACK
1045208,FEMALE,31.0,WHITE
1045209,MALE,40.0,BLACK
1045213,MALE,35.0,BLACK
1045214,MALE,57.0,WHITE
1045215,FEMALE,60.0,WHITE
1045216,MALE,23.0,BLACK
1045217,MALE,46.0,WHITE
1045218,MALE,41.0,BLACK
1045220,MALE,28.0,BLACK
1045221,FEMALE,42.0,BLACK
1045224,FEMALE,58.0,WHITE
1045226,FEMALE,58.0,WHITE
1045228,FEMALE,,BLACK
1045229,MALE,44.0,BLACK
1045231,MALE,32.0,WHITE
1045232,MALE,42.0,HISPANIC
1045233,MALE,,BLACK
1045235,MALE,27.0,BLACK
1045236,FEMALE,36.0,WHITE
1045237,MALE,30.0,BLACK
1045238,MALE,45.0,WHITE
1045240,FEMALE,,BLACK
1045242,MALE,31.0,BLACK
1045243,FEMALE,27.0,BLACK
1045247,MALE,41.0,BLACK
1045248,FEMALE,43.0,BLACK
1045249,FEMALE,31.0,WHITE
1045250,FEMALE,46.0,BLACK
1045251,MALE,29.0,HISPANIC
1045252,FEMALE,57.0,BLACK
1045253,FEMALE,49.0,BLACK
1045254,MALE,32.0,BLACK
1045256,FEMALE,43.0,BLACK
1045257,MALE,29.0,BLACK
1045260,MALE,50.0,WHITE
1045262,FEMALE,36.0,BLACK
1045266,FEMALE,29.0,BLACK
1045268,MALE,50.0,WHITE
1045269,MALE,45.0,BLACK
1045270,MALE,51.0,WHITE
1045272,MALE,45.0,ASIAN/PACIFIC ISLANDER
1045273,MALE,,BLACK
1045274,MALE,62.0,BLACK
1045275,MALE,37.0,BLACK
1045276,MALE,41.0,BLACK
1045277,FEMALE,25.0,BLACK
1045278,MALE,53.0,BLACK
1045282,FEMALE,53.0,WHITE
1045284,MALE,,WHITE
1045285,FEMALE,46.0,BLACK
1045286,FEMALE,51.0,BLACK
1045287,FEMALE,59.0,WHITE
1045288,MALE,39.0,WHITE
1045289,MALE,32.0,BLACK
1045290,MALE,59.0,BLACK
1045291,FEMALE,33.0,BLACK
1045292,MALE,59.0,WHITE
1045293,FEMALE,61.0,WHITE
1045295,MALE,45.0,HISPANIC
1045296,MALE,28.0,BLACK
1045297,FEMALE,51.0,BLACK
1045298,MALE,24.0,BLACK
1045300,FEMALE,35.0,BLACK
1045304,FEMALE,35.0,WHITE
1045305,MALE,37.0,BLACK
1045308,FEMALE,47.0,BLACK
1045309,FEMALE,57.0,BLACK
1045312,MALE,33.0,BLACK
1045313,FEMALE,38.0,HISPANIC
1045315,MALE,55.0,BLACK
1045316,MALE,46.0,WHITE
1045318,MALE,59.0,BLACK
1045320,MALE,30.0,BLACK
1045325,MALE,,WHITE
1045326,FEMALE,35.0,WHITE
1045330,FEMALE,,
1045331,FEMALE,,
1045334,FEMALE,51.0,WHITE
1045335,MALE,58.0,BLACK
1045336,MALE,31.0,BLACK
1045337,FEMALE,33.0,BLACK
1045341,MALE,57.0,BLACK
1045342,MALE,,
1045344,MALE,47.0,BLACK
1045345,MALE,46.0,BLACK
1045346,MALE,55.0,WHITE
1045347,MALE,36.0,BLACK
1045351,MALE,63.0,BLACK
1045353,MALE,23.0,BLACK
1045354,MALE,49.0,BLACK
1045359,FEMALE,50.0,BLACK
1045361,MALE,27.0,BLACK
1045362,MALE,,BLACK
1045363,FEMALE,36.0,BLACK
1045364,FEMALE,33.0,BLACK
1045366,MALE,49.0,NATIVE AMERICAN/ALASKAN NATIVE
1045368,MALE,61.0,BLACK
1045373,MALE,58.0,WHITE
1045374,FEMALE,24.0,WHITE
1045376,MALE,53.0,WHITE
1045377,FEMALE,49.0,BLACK
1045378,MALE,33.0,BLACK
1045379,MALE,28.0,WHITE
1045380,FEMALE,,WHITE
1045380,MALE,,HISPANIC
1045382,FEMALE,62.0,WHITE
1045384,FEMALE,65.0,BLACK
1045386,MALE,46.0,HISPANIC
1045386,FEMALE,35.0,BLACK
1045387,MALE,39.0,BLACK
1045389,FEMALE,43.0,BLACK
1045391,MALE,29.0,WHITE
1045394,MALE,34.0,BLACK
1045397,MALE,26.0,BLACK
1045398,MALE,34.0,BLACK
1045399,MALE,,BLACK
1045405,MALE,,BLACK
1045406,FEMALE,,HISPANIC
1045408,MALE,31.0,WHITE
1045410,MALE,34.0,HISPANIC
1045411,MALE,25.0,BLACK
1045412,MALE,59.0,BLACK
1045413,MALE,24.0,WHITE
1045416,MALE,50.0,BLACK
1045417,MALE,36.0,HISPANIC
1045418,MALE,25.0,BLACK
1045419,FEMALE,,BLACK
1045420,MALE,50.0,WHITE
1045421,MALE,65.0,HISPANIC
1045425,FEMALE,50.0,BLACK
1045426,FEMALE,44.0,BLACK
1045428,FEMALE,33.0,BLACK
1045430,FEMALE,34.0,BLACK
1045431,FEMALE,38.0,BLACK
1045432,FEMALE,53.0,WHITE
1045437,MALE,,BLACK
1045438,MALE,59.0,BLACK
1045439,MALE,,HISPANIC
1045440,MALE,55.0,WHITE
1045443,MALE,50.0,WHITE
1045444,FEMALE,71.0,WHITE
1045445,MALE,46.0,WHITE
1045446,MALE,48.0,BLACK
1045449,MALE,55.0,WHITE
1045450,FEMALE,46.0,WHITE
1045451,MALE,53.0,WHITE
1045452,FEMALE,43.0,HISPANIC
1045453,MALE,59.0,WHITE
1045454,MALE,45.0,HISPANIC
1045456,FEMALE,,HISPANIC
1045456,MALE,19.0,HISPANIC
1045458,MALE,44.0,WHITE
1045459,FEMALE,64.0,BLACK
1045460,MALE,,BLACK
1045461,FEMALE,38.0,BLACK
1045463,FEMALE,41.0,BLACK
1045464,MALE,51.0,WHITE
1045466,MALE,31.0,BLACK
1045470,FEMALE,47.0,BLACK
1045472,MALE,53.0,WHITE
1045474,FEMALE,52.0,BLACK
1045476,FEMALE,34.0,HISPANIC
1045477,MALE,36.0,BLACK
1045478,MALE,54.0,BLACK
1045479,MALE,61.0,BLACK
1045483,MALE,49.0,BLACK
1045484,MALE,46.0,BLACK
1045485,,36.0,BLACK
1045486,MALE,52.0,HISPANIC
1045487,FEMALE,40.0,WHITE
1045489,FEMALE,61.0,BLACK
1045490,MALE,,BLACK
1045492,FEMALE,29.0,BLACK
1045493,FEMALE,34.0,BLACK
1045494,FEMALE,,BLACK
1045498,FEMALE,48.0,BLACK
1045499,MALE,39.0,BLACK
1045501,MALE,86.0,WHITE
1045504,MALE,37.0,BLACK
1045505,FEMALE,38.0,BLACK
1045506,MALE,47.0,WHITE
1045507,FEMALE,58.0,HISPANIC
1045509,MALE,39.0,BLACK
1045512,MALE,62.0,HISPANIC
1045513,FEMALE,30.0,BLACK
1045515,FEMALE,,BLACK
1045516,MALE,47.0,WHITE
1045517,MALE,53.0,HISPANIC
1045518,FEMALE,51.0,BLACK
1045519,MALE,35.0,BLACK
1045520,MALE,45.0,WHITE
1045524,FEMALE,55.0,BLACK
1045525,MALE,33.0,WHITE
1045526,MALE,27.0,WHITE
1045527,FEMALE,66.0,HISPANIC
1045529,MALE,28.0,BLACK
1045531,MALE,28.0,BLACK
1045537,FEMALE,,WHITE
1045538,MALE,,BLACK
1045539,MALE,50.0,BLACK
1045543,MALE,46.0,WHITE
1045545,FEMALE,38.0,BLACK
1045547,MALE,69.0,BLACK
1045548,FEMALE,46.0,BLACK
1045549,FEMALE,29.0,BLACK
1045550,MALE,54.0,WHITE
1045551,MALE,52.0,BLACK
1045552,FEMALE,32.0,BLACK
1045553,MALE,60.0,BLACK
1045555,MALE,,
1045556,MALE,28.0,BLACK
1045559,MALE,45.0,WHITE
1045560,FEMALE,64.0,BLACK
1045562,MALE,43.0,WHITE
1045564,MALE,37.0,BLACK
1045565,FEMALE,45.0,BLACK
1045567,MALE,24.0,WHITE
1045570,FEMALE,43.0,WHITE
1045571,FEMALE,44.0,BLACK
1045576,FEMALE,38.0,WHITE
1045578,MALE,45.0,WHITE
1045580,MALE,37.0,WHITE
1045581,MALE,54.0,BLACK
1045583,FEMALE,47.0,BLACK
1045585,FEMALE,26.0,
1045586,FEMALE,46.0,WHITE
1045587,FEMALE,31.0,WHITE
1045588,MALE,33.0,HISPANIC
1045589,FEMALE,45.0,BLACK
1045591,MALE,,BLACK
1045594,FEMALE,,BLACK
1045596,FEMALE,41.0,WHITE
1045598,FEMALE,36.0,BLACK
1045599,FEMALE,40.0,BLACK
1045601,FEMALE,35.0,BLACK
1045602,FEMALE,58.0,
1045603,MALE,59.0,WHITE
1045605,FEMALE,35.0,HISPANIC
1045606,MALE,45.0,BLACK
1045608,FEMALE,24.0,BLACK
1045609,FEMALE,53.0,BLACK
1045610,FEMALE,37.0,WHITE
1045613,FEMALE,27.0,BLACK
1045614,MALE,43.0,BLACK
1045615,FEMALE,26.0,BLACK
1045616,FEMALE,60.0,WHITE
1045617,FEMALE,51.0,BLACK
1045618,MALE,24.0,BLACK
1045620,MALE,65.0,BLACK
1045623,FEMALE,41.0,BLACK
1045625,FEMALE,36.0,BLACK
1045627,MALE,30.0,BLACK
1045628,MALE,43.0,BLACK
1045630,MALE,41.0,BLACK
1045631,MALE,37.0,BLACK
1045632,MALE,26.0,BLACK
1045636,FEMALE,57.0,BLACK
1045637,MALE,49.0,BLACK
1045638,FEMALE,48.0,BLACK
1045639,MALE,48.0,BLACK
1045640,MALE,30.0,WHITE
1045641,FEMALE,36.0,BLACK
1045642,FEMALE,53.0,BLACK
1045643,MALE,24.0,BLACK
1045645,FEMALE,,WHITE
1045646,MALE,28.0,BLACK
1045647,MALE,41.0,WHITE
1045652,FEMALE,42.0,BLACK
1045653,MALE,61.0,BLACK
1045654,MALE,,WHITE
1045655,MALE,63.0,WHITE
1045657,MALE,52.0,BLACK
1045663,MALE,57.0,HISPANIC
1045665,FEMALE,28.0,BLACK
1045666,MALE,46.0,WHITE
1045667,FEMALE,57.0,BLACK
1045669,MALE,70.0,WHITE
1045670,FEMALE,57.0,BLACK
1045674,MALE,44.0,WHITE
1045676,MALE,48.0,BLACK
1045677,FEMALE,37.0,BLACK
1045678,MALE,46.0,BLACK
1045680,FEMALE,29.0,HISPANIC
1045681,FEMALE,30.0,HISPANIC
1045682,FEMALE,35.0,HISPANIC
1045683,FEMALE,60.0,WHITE
1045686,MALE,55.0,BLACK
1045687,MALE,47.0,HISPANIC
1045688,FEMALE,45.0,BLACK
1045690,FEMALE,50.0,BLACK
1045691,MALE,66.0,BLACK
1045692,MALE,45.0,BLACK
1045693,MALE,49.0,BLACK
1045694,MALE,28.0,BLACK
1045699,MALE,52.0,BLACK
1045701,MALE,55.0,HISPANIC
1045702,MALE,,
1045704,MALE,55.0,BLACK
1045705,MALE,29.0,BLACK
1045707,MALE,49.0,BLACK
1045709,FEMALE,,BLACK
1045710,FEMALE,,HISPANIC
1045711,MALE,60.0,WHITE
1045712,MALE,28.0,HISPANIC
1045713,FEMALE,42.0,HISPANIC
1045714,MALE,35.0,HISPANIC
1045715,MALE,63.0,BLACK
1045716,FEMALE,,BLACK
1045718,MALE,,WHITE
1045719,FEMALE,57.0,BLACK
1045723,MALE,53.0,WHITE
1045726,MALE,,BLACK
1045728,FEMALE,29.0,BLACK
1045729,MALE,34.0,BLACK
1045730,FEMALE,61.0,BLACK
1045732,MALE,25.0,HISPANIC
1045733,FEMALE,,WHITE
1045735,FEMALE,,WHITE
1045736,MALE,35.0,BLACK
1045737,MALE,35.0,BLACK
1045738,MALE,48.0,BLACK
1045739,FEMALE,42.0,BLACK
1045740,MALE,43.0,WHITE
1045741,MALE,40.0,WHITE
1045742,MALE,35.0,BLACK
1045745,FEMALE,36.0,BLACK
1045747,FEMALE,25.0,BLACK
1045748,FEMALE,,BLACK
1045749,MALE,47.0,WHITE
1045753,FEMALE,25.0,HISPANIC
1045757,MALE,48.0,WHITE
1045758,FEMALE,34.0,BLACK
1045760,FEMALE,54.0,BLACK
1045761,FEMALE,57.0,WHITE
1045764,MALE,55.0,WHITE
1045765,FEMALE,,BLACK
1045767,MALE,45.0,WHITE
1045770,MALE,44.0,BLACK
1045772,FEMALE,44.0,BLACK
1045774,MALE,65.0,BLACK
1045775,FEMALE,,HISPANIC
1045777,MALE,44.0,HISPANIC
1045781,FEMALE,39.0,BLACK
1045782,FEMALE,53.0,BLACK
1045783,MALE,33.0,BLACK
1045786,MALE,58.0,BLACK
1045788,MALE,40.0,BLACK
1045792,MALE,39.0,
1045794,FEMALE,,BLACK
1045795,FEMALE,35.0,BLACK
1045796,MALE,,WHITE
1045800,FEMALE,56.0,HISPANIC
1045802,MALE,39.0,WHITE
1045805,MALE,34.0,BLACK
1045808,FEMALE,34.0,BLACK
1045809,MALE,89.0,BLACK
1045810,MALE,32.0,BLACK
1045811,MALE,57.0,WHITE
1045812,FEMALE,47.0,BLACK
1045814,FEMALE,24.0,BLACK
1045816,FEMALE,56.0,BLACK
1045818,FEMALE,34.0,BLACK
1045819,MALE,42.0,WHITE
1045821,FEMALE,45.0,BLACK
1045822,MALE,48.0,BLACK
1045825,MALE,,WHITE
1045827,MALE,,HISPANIC
1045828,FEMALE,40.0,BLACK
1045829,MALE,49.0,BLACK
1045833,MALE,57.0,WHITE
1045834,MALE,63.0,WHITE
1045836,FEMALE,67.0,BLACK
1045838,FEMALE,65.0,BLACK
1045841,MALE,49.0,BLACK
1045842,MALE,70.0,ASIAN/PACIFIC ISLANDER
1045843,FEMALE,35.0,BLACK
1045844,MALE,24.0,BLACK
1045845,FEMALE,25.0,BLACK
1045846,FEMALE,,
1045847,FEMALE,55.0,WHITE
1045849,MALE,50.0,BLACK
1045851,MALE,47.0,BLACK
1045852,FEMALE,36.0,BLACK
1045854,FEMALE,40.0,BLACK
1045855,FEMALE,94.0,BLACK
1045861,FEMALE,42.0,BLACK
1045866,FEMALE,41.0,BLACK
1045869,FEMALE,55.0,WHITE
1045871,FEMALE,37.0,BLACK
1045874,MALE,32.0,BLACK
1045875,MALE,,WHITE
1045877,FEMALE,46.0,BLACK
1045878,FEMALE,46.0,BLACK
1045879,FEMALE,45.0,BLACK
1045884,MALE,29.0,HISPANIC
1045885,FEMALE,27.0,BLACK
1045886,MALE,43.0,BLACK
1045887,MALE,65.0,WHITE
1045888,FEMALE,44.0,WHITE
1045891,MALE,45.0,BLACK
1045893,FEMALE,31.0,HISPANIC
1045894,MALE,,HISPANIC
1045895,MALE,26.0,BLACK
1045896,MALE,50.0,BLACK
1045897,FEMALE,52.0,WHITE
1045898,FEMALE,43.0,BLACK
1045899,MALE,28.0,BLACK
1045900,MALE,,BLACK
1045902,FEMALE,41.0,BLACK
1045903,FEMALE,60.0,BLACK
1045904,MALE,36.0,WHITE
1045905,FEMALE,38.0,BLACK
1045906,FEMALE,66.0,WHITE
1045912,MALE,46.0,WHITE
1045913,FEMALE,42.0,BLACK
1045914,MALE,48.0,
1045915,FEMALE,51.0,WHITE
1045916,MALE,41.0,BLACK
1045917,FEMALE,55.0,BLACK
1045919,FEMALE,58.0,WHITE
1045920,FEMALE,43.0,HISPANIC
1045921,FEMALE,43.0,HISPANIC
1045922,MALE,68.0,BLACK
1045923,FEMALE,29.0,WHITE
1045926,FEMALE,55.0,BLACK
1045927,MALE,31.0,BLACK
1045929,FEMALE,45.0,HISPANIC
1045930,MALE,27.0,HISPANIC
1045933,FEMALE,56.0,HISPANIC
1045935,FEMALE,,BLACK
1045937,FEMALE,50.0,BLACK
1045938,MALE,40.0,BLACK
1045941,FEMALE,56.0,HISPANIC
1045942,MALE,,
1045943,FEMALE,29.0,BLACK
1045945,MALE,,BLACK
1045946,FEMALE,30.0,BLACK
1045950,MALE,58.0,WHITE
1045952,MALE,58.0,WHITE
1045953,MALE,41.0,WHITE
1045954,MALE,39.0,BLACK
1045955,MALE,45.0,HISPANIC
1045957,MALE,39.0,BLACK
1045959,FEMALE,,WHITE
1045960,MALE,47.0,BLACK
1045961,FEMALE,28.0,WHITE
1045963,MALE,32.0,BLACK
1045964,MALE,32.0,BLACK
1045966,MALE,40.0,BLACK
1045970,MALE,,HISPANIC
1045971,MALE,65.0,WHITE
1045972,FEMALE,34.0,HISPANIC
1045981,FEMALE,40.0,BLACK
1045982,MALE,45.0,BLACK
1045983,MALE,52.0,BLACK
1045984,MALE,46.0,HISPANIC
1045985,MALE,35.0,BLACK
1045986,FEMALE,,BLACK
1045988,FEMALE,35.0,BLACK
1045991,FEMALE,31.0,BLACK
1045992,MALE,46.0,BLACK
1045993,FEMALE,40.0,BLACK
1045994,MALE,37.0,BLACK
1045997,FEMALE,,BLACK
1045999,MALE,38.0,HISPANIC
1046001,FEMALE,,ASIAN/PACIFIC ISLANDER
1046004,FEMALE,47.0,BLACK
1046005,FEMALE,48.0,BLACK
1046007,FEMALE,29.0,HISPANIC
1046009,MALE,29.0,BLACK
1046010,FEMALE,47.0,BLACK
1046011,MALE,,
1046012,MALE,53.0,WHITE
1046013,MALE,52.0,BLACK
1046014,MALE,43.0,BLACK
1046015,FEMALE,34.0,BLACK
1046020,MALE,38.0,BLACK
1046023,MALE,40.0,BLACK
1046030,FEMALE,55.0,BLACK
1046032,MALE,56.0,BLACK
1046035,MALE,32.0,BLACK
1046037,MALE,29.0,BLACK
1046039,FEMALE,,BLACK
1046040,MALE,38.0,HISPANIC
1046042,FEMALE,53.0,BLACK
1046043,MALE,38.0,HISPANIC
1046045,MALE,,
1046046,MALE,54.0,BLACK
1046049,MALE,25.0,BLACK
1046050,MALE,34.0,BLACK
1046053,FEMALE,43.0,HISPANIC
1046053,FEMALE,31.0,BLACK
1046054,MALE,33.0,BLACK
1046056,MALE,51.0,BLACK
1046057,MALE,34.0,HISPANIC
1046058,MALE,57.0,BLACK
1046060,MALE,46.0,BLACK
1046063,MALE,30.0,BLACK
1046066,FEMALE,39.0,BLACK
1046068,MALE,58.0,BLACK
1046071,FEMALE,37.0,BLACK
1046073,MALE,33.0,HISPANIC
1046074,FEMALE,50.0,HISPANIC
1046075,MALE,62.0,BLACK
1046076,FEMALE,,ASIAN/PACIFIC ISLANDER
1046077,MALE,51.0,WHITE
1046078,FEMALE,36.0,HISPANIC
1046083,FEMALE,44.0,BLACK
1046085,FEMALE,33.0,HISPANIC
1046088,FEMALE,44.0,WHITE
1046089,FEMALE,36.0,BLACK
1046089,FEMALE,44.0,BLACK
1046092,MALE,47.0,WHITE
1046092,FEMALE,54.0,WHITE
1046093,FEMALE,55.0,WHITE
1046095,MALE,59.0,BLACK
1046098,FEMALE,54.0,WHITE
1046100,MALE,24.0,BLACK
1046105,FEMALE,48.0,BLACK
1046106,FEMALE,32.0,BLACK
1046107,FEMALE,24.0,BLACK
1046110,MALE,37.0,WHITE
1046114,MALE,33.0,WHITE
1046115,MALE,47.0,HISPANIC
1046118,FEMALE,35.0,HISPANIC
1046119,FEMALE,36.0,BLACK
1046120,FEMALE,46.0,WHITE
1046120,FEMALE,,WHITE
1046121,FEMALE,49.0,BLACK
1046123,MALE,51.0,BLACK
1046124,MALE,52.0,BLACK
1046125,MALE,,BLACK
1046126,MALE,31.0,BLACK
1046127,MALE,,WHITE
1046128,FEMALE,34.0,BLACK
1046130,FEMALE,46.0,WHITE
1046133,MALE,,BLACK
1046137,FEMALE,44.0,BLACK
1046138,FEMALE,,
1046139,FEMALE,46.0,BLACK
1046140,,,
1046141,MALE,51.0,BLACK
1046142,MALE,,BLACK
1046144,MALE,58.0,BLACK
1046145,FEMALE,50.0,WHITE
1046149,MALE,51.0,BLACK
1046150,FEMALE,30.0,BLACK
1046152,MALE,32.0,BLACK
1046153,MALE,34.0,BLACK
1046155,FEMALE,30.0,WHITE
1046156,MALE,37.0,BLACK
1046157,MALE,,BLACK
1046158,MALE,57.0,WHITE
1046160,FEMALE,28.0,BLACK
1046162,MALE,,HISPANIC
1046166,MALE,23.0,BLACK
1046167,FEMALE,50.0,BLACK
1046171,FEMALE,52.0,WHITE
1046172,FEMALE,46.0,BLACK
1046172,MALE,50.0,BLACK
1046173,FEMALE,38.0,BLACK
1046175,MALE,51.0,WHITE
1046176,MALE,44.0,BLACK
1046177,MALE,49.0,BLACK
1046178,FEMALE,43.0,BLACK
1046180,MALE,27.0,BLACK
1046181,FEMALE,50.0,BLACK
1046183,FEMALE,29.0,BLACK
1046184,FEMALE,29.0,BLACK
1046185,FEMALE,63.0,WHITE
1046189,FEMALE,,HISPANIC
1046194,MALE,29.0,BLACK
1046195,FEMALE,60.0,BLACK
1046196,FEMALE,31.0,BLACK
1046197,FEMALE,41.0,WHITE
1046198,FEMALE,29.0,BLACK
1046201,FEMALE,45.0,BLACK
1046202,MALE,51.0,BLACK
1046204,MALE,34.0,HISPANIC
1046205,MALE,,BLACK
1046206,FEMALE,29.0,WHITE
1046207,FEMALE,51.0,BLACK
1046208,MALE,33.0,HISPANIC
1046213,FEMALE,46.0,WHITE
1046215,MALE,32.0,WHITE
1046221,MALE,43.0,BLACK
1046223,MALE,44.0,BLACK
1046228,FEMALE,66.0,BLACK
1046230,FEMALE,58.0,WHITE
1046236,MALE,23.0,BLACK
1046239,FEMALE,38.0,BLACK
1046244,MALE,32.0,BLACK
1046246,FEMALE,47.0,WHITE
1046247,MALE,56.0,WHITE
1046247,FEMALE,49.0,WHITE
1046248,FEMALE,56.0,BLACK
1046249,FEMALE,58.0,HISPANIC
1046254,FEMALE,28.0,BLACK
1046255,MALE,,BLACK
1046256,MALE,,BLACK
1046257,MALE,44.0,BLACK
1046259,FEMALE,,BLACK
1046260,FEMALE,,HISPANIC
1046261,MALE,57.0,BLACK
1046262,FEMALE,49.0,HISPANIC
1046267,FEMALE,37.0,BLACK
1046271,FEMALE,29.0,BLACK
1046271,FEMALE,29.0,BLACK
1046274,FEMALE,42.0,BLACK
1046277,FEMALE,,
1046279,FEMALE,45.0,BLACK
1046280,MALE,37.0,WHITE
1046285,MALE,41.0,WHITE
1046288,FEMALE,50.0,WHITE
1046291,FEMALE,56.0,BLACK
1046293,FEMALE,31.0,WHITE
1046294,MALE,66.0,BLACK
1046295,FEMALE,34.0,BLACK
1046296,FEMALE,60.0,BLACK
1046297,FEMALE,33.0,BLACK
1046298,MALE,53.0,WHITE
1046299,MALE,58.0,HISPANIC
1046300,MALE,29.0,BLACK
1046301,MALE,35.0,BLACK
1046303,MALE,36.0,BLACK
1046305,MALE,41.0,WHITE
1046307,MALE,34.0,BLACK
1046308,FEMALE,,HISPANIC
1046309,MALE,,WHITE
1046311,FEMALE,,WHITE
1046313,FEMALE,45.0,BLACK
1046314,MALE,28.0,HISPANIC
1046315,FEMALE,,HISPANIC
1046316,FEMALE,49.0,BLACK
1046317,FEMALE,,BLACK
1046320,MALE,26.0,HISPANIC
1046322,FEMALE,60.0,BLACK
1046324,FEMALE,,HISPANIC
1046325,MALE,40.0,WHITE
1046326,MALE,28.0,WHITE
1046327,MALE,41.0,BLACK
1046328,MALE,54.0,BLACK
1046329,MALE,32.0,BLACK
1046332,MALE,47.0,BLACK
1046335,MALE,41.0,BLACK
1046336,MALE,37.0,HISPANIC
1046337,FEMALE,,BLACK
1046339,FEMALE,42.0,BLACK
1046340,FEMALE,,BLACK
1046341,FEMALE,55.0,BLACK
1046341,MALE,55.0,BLACK
1046342,FEMALE,32.0,BLACK
1046343,MALE,31.0,HISPANIC
1046346,FEMALE,,WHITE
1046347,MALE,,
1046349,MALE,,
1046351,FEMALE,63.0,BLACK
1046354,MALE,,BLACK
1046355,MALE,45.0,BLACK
1046356,FEMALE,32.0,
1046357,MALE,63.0,BLACK
1046358,FEMALE,37.0,HISPANIC
1046360,MALE,55.0,BLACK
1046361,MALE,60.0,WHITE
1046362,FEMALE,68.0,BLACK
1046363,,,
1046364,FEMALE,36.0,BLACK
1046368,FEMALE,47.0,BLACK
1046372,FEMALE,,WHITE
1046373,FEMALE,58.0,BLACK
1046374,FEMALE,42.0,BLACK
1046375,FEMALE,,WHITE
1046376,MALE,62.0,BLACK
1046376,FEMALE,,BLACK
1046377,MALE,,WHITE
1046379,MALE,45.0,WHITE
1046379,MALE,59.0,BLACK
1046380,MALE,45.0,HISPANIC
1046381,MALE,55.0,WHITE
1046383,MALE,32.0,BLACK
1046384,FEMALE,28.0,BLACK
1046385,FEMALE,34.0,BLACK
1046386,FEMALE,27.0,
1046388,FEMALE,,BLACK
1046390,MALE,36.0,BLACK
1046395,MALE,35.0,BLACK
1046397,FEMALE,,BLACK
1046398,MALE,51.0,BLACK
1046400,FEMALE,52.0,HISPANIC
1046401,FEMALE,45.0,BLACK
1046407,FEMALE,41.0,BLACK
1046408,MALE,47.0,BLACK
1046409,MALE,34.0,BLACK
1046410,FEMALE,,BLACK
1046411,FEMALE,,BLACK
1046412,MALE,,BLACK
1046413,FEMALE,,BLACK
1046414,FEMALE,40.0,WHITE
1046416,MALE,,WHITE
1046420,FEMALE,48.0,BLACK
1046421,FEMALE,39.0,BLACK
1046428,MALE,,BLACK
1046429,MALE,,BLACK
1046430,MALE,58.0,BLACK
1046433,FEMALE,48.0,BLACK
1046434,FEMALE,36.0,BLACK
1046436,FEMALE,38.0,BLACK
1046437,FEMALE,32.0,BLACK
1046438,MALE,31.0,BLACK
1046439,FEMALE,,
1046441,MALE,42.0,BLACK
1046443,MALE,37.0,BLACK
1046444,MALE,50.0,WHITE
1046446,MALE,53.0,BLACK
1046449,MALE,59.0,WHITE
1046449,MALE,50.0,ASIAN/PACIFIC ISLANDER
1046449,MALE,31.0,BLACK
1046451,MALE,53.0,WHITE
1046455,FEMALE,33.0,WHITE
1046456,FEMALE,42.0,BLACK
1046458,MALE,51.0,HISPANIC
1046459,MALE,56.0,WHITE
1046460,FEMALE,33.0,BLACK
1046464,MALE,66.0,WHITE
1046467,FEMALE,42.0,HISPANIC
1046469,FEMALE,30.0,WHITE
1046471,MALE,53.0,BLACK
1046472,FEMALE,31.0,BLACK
1046474,FEMALE,51.0,BLACK
1046475,FEMALE,61.0,BLACK
1046477,FEMALE,57.0,BLACK
1046482,FEMALE,36.0,BLACK
1046484,MALE,,BLACK
1046487,FEMALE,42.0,BLACK
1046489,FEMALE,50.0,WHITE
1046490,FEMALE,43.0,BLACK
1046491,MALE,34.0,WHITE
1046492,FEMALE,43.0,BLACK
1046495,MALE,31.0,HISPANIC
1046497,FEMALE,,BLACK
1046499,FEMALE,,
1046504,FEMALE,,BLACK
1046506,FEMALE,40.0,WHITE
1046507,FEMALE,,BLACK
1046507,MALE,,BLACK
1046508,MALE,46.0,BLACK
1046509,MALE,60.0,BLACK
1046512,FEMALE,,BLACK
1046514,FEMALE,27.0,HISPANIC
1046515,FEMALE,49.0,BLACK
