cr_id,gender,age,race
1009923,FEMALE,47.0,BLACK
1009924,FEMALE,,WHITE
1009925,FEMALE,,BLACK
1009927,FEMALE,38.0,BLACK
1009928,MALE,33.0,BLACK
1009929,FEMALE,,HISPANIC
1009930,MALE,35.0,HISPANIC
1009931,MALE,30.0,WHITE
1009932,FEMALE,36.0,WHITE
1009933,MALE,52.0,BLACK
1009935,MALE,56.0,WHITE
1009936,FEMALE,30.0,WHITE
1009938,FEMALE,55.0,BLACK
1009942,FEMALE,51.0,BLACK
1009943,FEMALE,,BLACK
1009944,FEMALE,60.0,BLACK
1009945,FEMALE,53.0,BLACK
1009948,FEMALE,22.0,WHITE
1009949,MALE,56.0,BLACK
1009950,MALE,46.0,WHITE
1009951,MALE,37.0,BLACK
1009953,FEMALE,29.0,BLACK
1009954,FEMALE,,
1009955,FEMALE,37.0,BLACK
1009957,FEMALE,48.0,BLACK
1009958,FEMALE,,BLACK
1009959,MALE,43.0,BLACK
1009960,FEMALE,35.0,BLACK
1009961,MALE,39.0,BLACK
1009962,MALE,53.0,BLACK
1009963,FEMALE,55.0,WHITE
1009963,FEMALE,53.0,WHITE
1009964,MALE,37.0,WHITE
1009965,FEMALE,47.0,BLACK
1009966,MALE,38.0,BLACK
1009967,FEMALE,,BLACK
1009968,MALE,32.0,BLACK
1009970,MALE,,WHITE
1009971,MALE,41.0,BLACK
1009972,FEMALE,40.0,BLACK
1009973,MALE,,WHITE
1009974,FEMALE,48.0,HISPANIC
1009977,FEMALE,48.0,BLACK
1009978,FEMALE,62.0,BLACK
1009979,MALE,54.0,BLACK
1009980,FEMALE,,WHITE
1009982,FEMALE,48.0,BLACK
1009983,FEMALE,60.0,HISPANIC
1009984,FEMALE,54.0,BLACK
1009985,FEMALE,68.0,BLACK
1009987,MALE,50.0,ASIAN/PACIFIC ISLANDER
1009988,FEMALE,35.0,HISPANIC
1009989,FEMALE,56.0,BLACK
1009990,FEMALE,,BLACK
1009991,MALE,26.0,BLACK
1009991,FEMALE,49.0,WHITE
1009992,MALE,42.0,BLACK
1009994,MALE,,
1009995,FEMALE,27.0,BLACK
1009996,MALE,56.0,BLACK
1009997,FEMALE,59.0,BLACK
1009998,FEMALE,52.0,BLACK
1009999,MALE,33.0,WHITE
1010000,MALE,45.0,BLACK
1010001,MALE,58.0,WHITE
1010001,MALE,60.0,WHITE
1010002,FEMALE,59.0,BLACK
1010004,MALE,,BLACK
1010005,MALE,37.0,WHITE
1010008,MALE,65.0,BLACK
1010010,MALE,41.0,WHITE
1010011,MALE,47.0,BLACK
1010012,MALE,36.0,HISPANIC
1010014,MALE,50.0,BLACK
1010015,FEMALE,46.0,BLACK
1010016,FEMALE,,HISPANIC
1010017,FEMALE,53.0,WHITE
1010019,FEMALE,46.0,BLACK
1010020,MALE,31.0,BLACK
1010021,FEMALE,44.0,BLACK
1010022,MALE,46.0,WHITE
1010023,MALE,26.0,BLACK
1010024,FEMALE,80.0,BLACK
1010026,MALE,40.0,WHITE
1010027,FEMALE,50.0,HISPANIC
1010029,MALE,,BLACK
1010030,MALE,34.0,BLACK
1010031,MALE,33.0,HISPANIC
1010032,FEMALE,57.0,BLACK
1010034,MALE,50.0,
1010036,FEMALE,32.0,BLACK
1010037,MALE,65.0,WHITE
1010038,MALE,35.0,BLACK
1010039,FEMALE,32.0,BLACK
1010040,MALE,46.0,WHITE
1010041,FEMALE,38.0,BLACK
1010042,FEMALE,58.0,WHITE
1010043,FEMALE,49.0,BLACK
1010044,MALE,28.0,BLACK
1010045,MALE,39.0,BLACK
1010046,FEMALE,,BLACK
1010047,FEMALE,,HISPANIC
1010048,MALE,55.0,WHITE
1010049,FEMALE,46.0,BLACK
1010050,MALE,63.0,
1010051,MALE,29.0,BLACK
1010053,MALE,37.0,WHITE
1010055,FEMALE,31.0,BLACK
1010056,MALE,59.0,WHITE
1010058,MALE,,WHITE
1010059,FEMALE,,BLACK
1010062,MALE,65.0,WHITE
1010063,MALE,37.0,BLACK
1010064,FEMALE,28.0,HISPANIC
1010065,MALE,38.0,BLACK
1010066,MALE,50.0,BLACK
1010067,FEMALE,38.0,HISPANIC
1010068,MALE,34.0,BLACK
1010069,FEMALE,68.0,BLACK
1010071,MALE,58.0,BLACK
1010072,MALE,29.0,BLACK
1010073,MALE,60.0,WHITE
1010074,FEMALE,55.0,BLACK
1010075,FEMALE,35.0,BLACK
1010076,MALE,,BLACK
1010077,FEMALE,49.0,WHITE
1010077,MALE,54.0,WHITE
1010080,MALE,27.0,BLACK
1010081,MALE,37.0,BLACK
1010082,FEMALE,60.0,BLACK
1010083,MALE,27.0,HISPANIC
1010084,MALE,42.0,WHITE
1010085,MALE,53.0,WHITE
1010086,MALE,46.0,WHITE
1010087,MALE,58.0,WHITE
1010091,MALE,63.0,BLACK
1010092,FEMALE,46.0,BLACK
1010093,MALE,57.0,HISPANIC
1010094,FEMALE,33.0,BLACK
1010095,FEMALE,,BLACK
1010096,MALE,53.0,BLACK
1010098,FEMALE,,BLACK
1010100,MALE,45.0,WHITE
1010101,FEMALE,38.0,BLACK
1010102,FEMALE,29.0,BLACK
1010104,FEMALE,,
1010105,MALE,70.0,BLACK
1010106,FEMALE,37.0,BLACK
1010107,MALE,29.0,HISPANIC
1010108,FEMALE,55.0,BLACK
1010109,MALE,39.0,BLACK
1010110,MALE,35.0,BLACK
1010111,MALE,30.0,HISPANIC
1010112,FEMALE,41.0,HISPANIC
1010113,FEMALE,50.0,WHITE
1010114,MALE,63.0,BLACK
1010115,FEMALE,42.0,BLACK
1010116,FEMALE,35.0,BLACK
1010117,MALE,55.0,WHITE
1010118,MALE,58.0,BLACK
1010119,FEMALE,34.0,WHITE
1010120,FEMALE,52.0,BLACK
1010121,MALE,62.0,BLACK
1010123,MALE,28.0,BLACK
1010124,FEMALE,33.0,HISPANIC
1010125,FEMALE,,BLACK
1010126,MALE,61.0,WHITE
1010127,FEMALE,49.0,WHITE
1010127,MALE,,WHITE
1010128,MALE,59.0,BLACK
1010129,FEMALE,42.0,BLACK
1010130,FEMALE,36.0,BLACK
1010131,FEMALE,77.0,BLACK
1010132,MALE,,WHITE
1010133,FEMALE,61.0,BLACK
1010135,MALE,,WHITE
1010136,FEMALE,38.0,BLACK
1010137,MALE,32.0,BLACK
1010138,FEMALE,42.0,BLACK
1010141,MALE,57.0,BLACK
1010143,MALE,,HISPANIC
1010144,MALE,32.0,BLACK
1010145,MALE,43.0,BLACK
1010148,FEMALE,35.0,BLACK
1010150,MALE,36.0,BLACK
1010151,MALE,49.0,HISPANIC
1010152,MALE,52.0,WHITE
1010154,MALE,46.0,BLACK
1010155,FEMALE,,BLACK
1010156,FEMALE,34.0,HISPANIC
1010157,MALE,63.0,HISPANIC
1010158,MALE,38.0,BLACK
1010159,MALE,65.0,BLACK
1010160,MALE,65.0,BLACK
1010161,FEMALE,31.0,WHITE
1010162,FEMALE,38.0,BLACK
1010163,FEMALE,,WHITE
1010164,FEMALE,58.0,WHITE
1010165,FEMALE,45.0,HISPANIC
1010166,MALE,,BLACK
1010167,MALE,38.0,BLACK
1010169,FEMALE,,WHITE
1010170,MALE,58.0,BLACK
1010171,MALE,55.0,BLACK
1010172,MALE,26.0,HISPANIC
1010173,FEMALE,42.0,BLACK
1010174,MALE,28.0,BLACK
1010175,FEMALE,31.0,BLACK
1010177,FEMALE,62.0,WHITE
1010178,MALE,52.0,BLACK
1010179,MALE,34.0,BLACK
1010180,FEMALE,56.0,WHITE
1010184,MALE,31.0,BLACK
1010185,MALE,46.0,WHITE
1010186,MALE,62.0,WHITE
1010187,FEMALE,34.0,BLACK
1010188,FEMALE,32.0,BLACK
1010189,MALE,,BLACK
1010190,MALE,69.0,BLACK
1010191,MALE,32.0,WHITE
1010192,FEMALE,70.0,BLACK
1010192,MALE,74.0,BLACK
1010192,MALE,47.0,WHITE
1010193,MALE,63.0,BLACK
1010194,FEMALE,,HISPANIC
1010195,FEMALE,,BLACK
1010196,FEMALE,51.0,BLACK
1010197,FEMALE,,
1010198,MALE,40.0,HISPANIC
1010199,MALE,31.0,BLACK
1010200,MALE,56.0,BLACK
1010201,FEMALE,55.0,BLACK
1010202,FEMALE,,BLACK
1010203,FEMALE,57.0,HISPANIC
1010205,FEMALE,46.0,BLACK
1010206,MALE,37.0,BLACK
1010208,MALE,34.0,HISPANIC
1010209,MALE,55.0,WHITE
1010211,MALE,45.0,WHITE
1010213,FEMALE,42.0,BLACK
1010214,FEMALE,47.0,BLACK
1010216,MALE,29.0,BLACK
1010217,MALE,36.0,BLACK
1010218,FEMALE,,BLACK
1010219,MALE,68.0,HISPANIC
1010220,MALE,28.0,BLACK
1010221,MALE,,BLACK
1010222,FEMALE,37.0,BLACK
1010223,FEMALE,45.0,BLACK
1010224,FEMALE,35.0,BLACK
1010225,MALE,45.0,BLACK
1010226,FEMALE,59.0,BLACK
1010228,MALE,34.0,BLACK
1010229,FEMALE,,BLACK
1010231,MALE,42.0,BLACK
1010232,MALE,31.0,BLACK
1010233,MALE,31.0,BLACK
1010234,MALE,42.0,HISPANIC
1010235,FEMALE,46.0,BLACK
1010236,MALE,53.0,WHITE
1010237,FEMALE,44.0,BLACK
1010238,MALE,40.0,WHITE
1010239,FEMALE,51.0,BLACK
1010240,MALE,77.0,HISPANIC
1010241,FEMALE,29.0,BLACK
1010242,MALE,,WHITE
1010243,MALE,57.0,WHITE
1010245,MALE,43.0,BLACK
1010246,MALE,39.0,BLACK
1010247,MALE,45.0,BLACK
1010248,MALE,40.0,BLACK
1010249,MALE,51.0,WHITE
1010250,FEMALE,41.0,BLACK
1010251,MALE,,WHITE
1010252,FEMALE,40.0,HISPANIC
1010253,MALE,33.0,BLACK
1010254,FEMALE,46.0,BLACK
1010255,FEMALE,44.0,HISPANIC
1010257,MALE,42.0,BLACK
1010258,FEMALE,53.0,BLACK
1010260,FEMALE,61.0,BLACK
1010261,FEMALE,40.0,BLACK
1010262,FEMALE,52.0,HISPANIC
1010263,MALE,48.0,BLACK
1010264,MALE,,
1010265,MALE,45.0,BLACK
1010266,FEMALE,81.0,BLACK
1010268,MALE,58.0,HISPANIC
1010269,MALE,36.0,HISPANIC
1010270,MALE,52.0,BLACK
1010271,MALE,45.0,WHITE
1010272,FEMALE,34.0,BLACK
1010273,MALE,67.0,WHITE
1010274,FEMALE,,BLACK
1010275,FEMALE,68.0,BLACK
1010276,MALE,29.0,BLACK
1010277,FEMALE,84.0,BLACK
1010278,FEMALE,45.0,WHITE
1010279,FEMALE,30.0,HISPANIC
1010280,MALE,,BLACK
1010281,MALE,,
1010282,MALE,34.0,BLACK
1010283,FEMALE,39.0,BLACK
1010285,FEMALE,62.0,BLACK
1010286,MALE,55.0,WHITE
1010287,FEMALE,,WHITE
1010288,MALE,59.0,BLACK
1010290,FEMALE,,BLACK
1010291,MALE,47.0,WHITE
1010294,MALE,41.0,BLACK
1010296,MALE,37.0,BLACK
1010297,FEMALE,35.0,BLACK
1010298,FEMALE,52.0,WHITE
1010298,MALE,59.0,WHITE
1010299,MALE,35.0,BLACK
1010300,FEMALE,37.0,BLACK
1010301,MALE,61.0,BLACK
1010302,FEMALE,48.0,BLACK
1010303,MALE,42.0,BLACK
1010304,MALE,,BLACK
1010305,FEMALE,65.0,WHITE
1010306,MALE,39.0,BLACK
1010308,MALE,,
1010309,FEMALE,,WHITE
1010310,MALE,57.0,HISPANIC
1010312,MALE,42.0,WHITE
1010313,MALE,46.0,BLACK
1010314,FEMALE,35.0,BLACK
1010315,FEMALE,36.0,BLACK
1010317,FEMALE,26.0,BLACK
1010319,MALE,48.0,BLACK
1010320,FEMALE,52.0,BLACK
1010321,MALE,29.0,WHITE
1010322,MALE,,WHITE
1010323,MALE,27.0,BLACK
1010324,MALE,30.0,BLACK
1010325,FEMALE,,BLACK
1010327,MALE,69.0,BLACK
1010328,MALE,44.0,BLACK
1010329,FEMALE,48.0,BLACK
1010330,FEMALE,43.0,BLACK
1010332,FEMALE,60.0,BLACK
1010333,MALE,33.0,WHITE
1010334,FEMALE,58.0,BLACK
1010335,MALE,51.0,BLACK
1010336,MALE,29.0,BLACK
1010337,MALE,,
1010338,FEMALE,39.0,BLACK
1010340,FEMALE,38.0,WHITE
1010342,MALE,52.0,BLACK
1010343,MALE,68.0,WHITE
1010344,FEMALE,40.0,BLACK
1010345,MALE,65.0,BLACK
1010347,MALE,43.0,BLACK
1010348,FEMALE,45.0,BLACK
1010349,FEMALE,34.0,ASIAN/PACIFIC ISLANDER
1010350,MALE,52.0,BLACK
1010351,FEMALE,29.0,BLACK
1010352,MALE,54.0,BLACK
1010354,FEMALE,48.0,BLACK
1010357,MALE,54.0,BLACK
1010358,MALE,73.0,WHITE
1010360,FEMALE,51.0,BLACK
1010361,MALE,51.0,WHITE
1010363,MALE,,
1010364,FEMALE,,
1010365,FEMALE,,
1010366,MALE,29.0,BLACK
1010368,FEMALE,48.0,BLACK
1010369,MALE,56.0,BLACK
1010371,FEMALE,44.0,WHITE
1010372,FEMALE,46.0,BLACK
1010374,FEMALE,30.0,BLACK
1010375,MALE,34.0,WHITE
1010377,MALE,58.0,BLACK
1010377,MALE,,BLACK
1010378,FEMALE,47.0,WHITE
1010378,MALE,58.0,WHITE
1010379,FEMALE,45.0,WHITE
1010380,MALE,33.0,HISPANIC
1010381,MALE,,
1010382,MALE,41.0,HISPANIC
1010383,FEMALE,35.0,BLACK
1010385,MALE,59.0,BLACK
1010387,FEMALE,29.0,BLACK
1010389,MALE,36.0,WHITE
1010390,MALE,32.0,BLACK
1010391,MALE,52.0,BLACK
1010392,FEMALE,37.0,BLACK
1010393,MALE,,
1010394,FEMALE,44.0,BLACK
1010395,MALE,71.0,HISPANIC
1010395,FEMALE,,BLACK
1010396,MALE,62.0,BLACK
1010397,FEMALE,28.0,BLACK
1010398,MALE,44.0,BLACK
1010400,FEMALE,57.0,WHITE
1010401,FEMALE,31.0,BLACK
1010402,MALE,34.0,BLACK
1010403,MALE,,WHITE
1010404,FEMALE,,WHITE
1010408,FEMALE,71.0,WHITE
1010410,MALE,28.0,BLACK
1010411,FEMALE,,ASIAN/PACIFIC ISLANDER
1010412,FEMALE,52.0,BLACK
1010414,MALE,41.0,HISPANIC
1010415,FEMALE,43.0,WHITE
1010416,MALE,43.0,BLACK
1010417,FEMALE,36.0,BLACK
1010420,MALE,30.0,BLACK
1010421,MALE,41.0,BLACK
1010422,MALE,34.0,HISPANIC
1010423,FEMALE,54.0,BLACK
1010425,FEMALE,50.0,BLACK
1010426,FEMALE,,
1010427,MALE,43.0,BLACK
1010428,MALE,30.0,HISPANIC
1010430,MALE,,
1010431,MALE,71.0,BLACK
1010434,MALE,,WHITE
1010435,MALE,,BLACK
1010436,MALE,49.0,BLACK
1010440,FEMALE,54.0,BLACK
1010441,,,
1010442,MALE,60.0,WHITE
1010443,FEMALE,83.0,BLACK
1010446,MALE,48.0,BLACK
1010448,FEMALE,50.0,BLACK
1010449,FEMALE,,BLACK
1010450,MALE,50.0,BLACK
1010451,MALE,45.0,BLACK
1010452,MALE,42.0,BLACK
1010453,FEMALE,33.0,WHITE
1010454,MALE,33.0,BLACK
1010455,FEMALE,46.0,BLACK
1010456,FEMALE,65.0,BLACK
1010457,FEMALE,59.0,BLACK
1010458,FEMALE,42.0,BLACK
1010459,FEMALE,,
1010460,MALE,47.0,WHITE
1010461,FEMALE,31.0,WHITE
1010462,FEMALE,,BLACK
1010463,MALE,58.0,WHITE
1010465,FEMALE,38.0,HISPANIC
1010467,MALE,52.0,BLACK
1010468,MALE,52.0,BLACK
1010469,MALE,41.0,WHITE
1010470,FEMALE,50.0,BLACK
1010471,MALE,68.0,WHITE
1010472,FEMALE,38.0,HISPANIC
1010474,FEMALE,,WHITE
1010475,MALE,46.0,BLACK
1010477,FEMALE,,BLACK
1010478,FEMALE,27.0,BLACK
1010479,MALE,26.0,BLACK
1010480,MALE,30.0,BLACK
1010481,MALE,35.0,BLACK
1010482,MALE,30.0,WHITE
1010483,FEMALE,37.0,BLACK
1010484,FEMALE,43.0,BLACK
1010485,MALE,34.0,HISPANIC
1010486,MALE,53.0,BLACK
1010487,FEMALE,34.0,WHITE
1010488,MALE,33.0,BLACK
1010489,FEMALE,,
1010490,MALE,49.0,HISPANIC
1010492,FEMALE,42.0,BLACK
1010493,FEMALE,67.0,WHITE
1010494,MALE,38.0,BLACK
1010495,MALE,33.0,BLACK
1010496,MALE,50.0,BLACK
1010497,MALE,46.0,WHITE
1010498,MALE,45.0,BLACK
1010499,MALE,34.0,HISPANIC
1010500,MALE,52.0,BLACK
1010501,MALE,22.0,BLACK
1010502,FEMALE,43.0,BLACK
1010503,FEMALE,31.0,BLACK
1010504,FEMALE,37.0,HISPANIC
1010505,MALE,42.0,WHITE
1010506,FEMALE,86.0,BLACK
1010507,MALE,29.0,HISPANIC
1010509,MALE,26.0,BLACK
1010510,MALE,49.0,BLACK
1010511,MALE,57.0,HISPANIC
1010512,,,
1010514,MALE,36.0,BLACK
1010515,MALE,43.0,BLACK
1010517,MALE,37.0,BLACK
1010518,MALE,38.0,HISPANIC
1010519,MALE,50.0,
1010520,FEMALE,46.0,BLACK
1010522,MALE,57.0,BLACK
1010524,MALE,68.0,BLACK
1010526,FEMALE,38.0,BLACK
1010528,FEMALE,,WHITE
1010531,MALE,48.0,HISPANIC
1010532,MALE,28.0,BLACK
1010533,MALE,,
1010534,MALE,,WHITE
1010535,MALE,49.0,BLACK
1010536,MALE,43.0,WHITE
1010537,MALE,,
1010538,MALE,56.0,BLACK
1010540,MALE,55.0,BLACK
1010541,MALE,51.0,BLACK
1010543,MALE,74.0,BLACK
1010544,MALE,49.0,BLACK
1010545,FEMALE,49.0,WHITE
1010545,MALE,46.0,WHITE
1010546,FEMALE,49.0,BLACK
1010547,MALE,,
1010548,MALE,68.0,BLACK
1010549,FEMALE,85.0,BLACK
1010550,MALE,,
1010551,FEMALE,60.0,BLACK
1010552,MALE,36.0,BLACK
1010553,MALE,56.0,
1010554,FEMALE,28.0,BLACK
1010555,FEMALE,34.0,BLACK
1010556,MALE,38.0,BLACK
1010557,MALE,,BLACK
1010558,MALE,50.0,BLACK
1010560,MALE,53.0,HISPANIC
1010561,MALE,44.0,WHITE
1010562,FEMALE,42.0,BLACK
1010563,FEMALE,39.0,BLACK
1010565,MALE,61.0,WHITE
1010566,MALE,34.0,BLACK
1010567,MALE,58.0,WHITE
1010568,MALE,53.0,WHITE
1010569,,40.0,
1010570,FEMALE,28.0,BLACK
1010571,MALE,36.0,HISPANIC
1010572,FEMALE,,BLACK
1010576,MALE,54.0,WHITE
1010577,FEMALE,40.0,BLACK
1010578,MALE,54.0,HISPANIC
1010579,FEMALE,37.0,BLACK
1010581,MALE,38.0,HISPANIC
1010582,MALE,26.0,BLACK
1010583,FEMALE,41.0,BLACK
1010585,FEMALE,54.0,BLACK
1010586,FEMALE,31.0,BLACK
1010588,FEMALE,47.0,BLACK
1010589,MALE,26.0,BLACK
1010590,MALE,56.0,BLACK
1010591,MALE,29.0,WHITE
1010592,FEMALE,47.0,HISPANIC
1010593,FEMALE,37.0,WHITE
1010594,FEMALE,,BLACK
1010594,MALE,64.0,HISPANIC
1010595,MALE,56.0,BLACK
1010596,MALE,62.0,BLACK
1010597,FEMALE,47.0,HISPANIC
1010598,FEMALE,38.0,HISPANIC
1010599,FEMALE,40.0,HISPANIC
1010600,MALE,,HISPANIC
1010602,MALE,27.0,WHITE
1010603,FEMALE,51.0,HISPANIC
1010603,FEMALE,56.0,HISPANIC
1010604,MALE,70.0,BLACK
1010605,FEMALE,64.0,WHITE
1010605,MALE,,BLACK
1010606,FEMALE,50.0,WHITE
1010607,FEMALE,46.0,BLACK
1010608,MALE,46.0,WHITE
1010609,MALE,,WHITE
1010610,FEMALE,53.0,BLACK
1010611,FEMALE,32.0,BLACK
1010612,FEMALE,33.0,BLACK
1010613,FEMALE,68.0,BLACK
1010615,MALE,32.0,WHITE
1010616,MALE,51.0,BLACK
1010618,MALE,34.0,BLACK
1010620,MALE,51.0,WHITE
1010621,MALE,57.0,BLACK
1010622,FEMALE,59.0,BLACK
1010623,MALE,70.0,BLACK
1010624,MALE,56.0,WHITE
1010625,FEMALE,58.0,WHITE
1010627,MALE,57.0,BLACK
1010628,MALE,,WHITE
1010629,MALE,,WHITE
1010630,MALE,,WHITE
1010631,MALE,,
1010633,MALE,75.0,
1010634,MALE,59.0,WHITE
1010635,MALE,51.0,BLACK
1010638,MALE,55.0,BLACK
1010640,MALE,38.0,BLACK
1010643,MALE,,WHITE
1010643,FEMALE,57.0,WHITE
1010644,MALE,32.0,BLACK
1010645,,,
1010646,MALE,,
1010647,MALE,67.0,WHITE
1010648,FEMALE,39.0,BLACK
1010649,FEMALE,39.0,BLACK
1010650,FEMALE,66.0,BLACK
1010651,FEMALE,35.0,BLACK
1010652,FEMALE,30.0,WHITE
1010653,FEMALE,54.0,BLACK
1010653,FEMALE,54.0,BLACK
1010654,FEMALE,44.0,HISPANIC
1010655,FEMALE,,WHITE
1010656,MALE,26.0,BLACK
1010656,FEMALE,27.0,BLACK
1010657,FEMALE,65.0,BLACK
1010658,MALE,42.0,BLACK
1010659,FEMALE,45.0,WHITE
1010660,FEMALE,43.0,BLACK
1010661,FEMALE,63.0,BLACK
1010662,MALE,33.0,BLACK
1010663,MALE,66.0,WHITE
1010664,MALE,51.0,BLACK
1010665,MALE,37.0,BLACK
1010666,FEMALE,,HISPANIC
1010667,FEMALE,57.0,WHITE
1010668,MALE,62.0,WHITE
1010669,MALE,62.0,BLACK
1010670,MALE,43.0,BLACK
1010671,MALE,30.0,HISPANIC
1010672,FEMALE,33.0,ASIAN/PACIFIC ISLANDER
1010673,FEMALE,26.0,BLACK
1010675,MALE,27.0,BLACK
1010676,FEMALE,52.0,HISPANIC
1010677,MALE,56.0,WHITE
1010678,MALE,39.0,BLACK
1010679,MALE,40.0,WHITE
1010680,MALE,45.0,BLACK
1010681,MALE,62.0,WHITE
1010682,MALE,62.0,WHITE
1010683,MALE,,HISPANIC
1010684,FEMALE,62.0,BLACK
1010686,FEMALE,49.0,BLACK
1010687,FEMALE,59.0,BLACK
1010689,MALE,59.0,WHITE
1010690,MALE,30.0,HISPANIC
1010691,MALE,58.0,BLACK
1010692,FEMALE,40.0,BLACK
1010693,FEMALE,48.0,BLACK
1010694,MALE,66.0,BLACK
1010695,FEMALE,53.0,BLACK
1010696,FEMALE,,WHITE
1010698,MALE,34.0,WHITE
1010699,FEMALE,49.0,BLACK
1010701,MALE,31.0,BLACK
1010706,FEMALE,,BLACK
1010706,FEMALE,,BLACK
1010707,MALE,38.0,HISPANIC
1010710,MALE,58.0,BLACK
1010710,MALE,,WHITE
1010712,MALE,51.0,WHITE
1010713,FEMALE,52.0,BLACK
1010714,MALE,70.0,WHITE
1010716,FEMALE,68.0,BLACK
1010717,MALE,,WHITE
1010719,FEMALE,28.0,BLACK
1010720,FEMALE,27.0,HISPANIC
1010721,FEMALE,35.0,BLACK
1010722,MALE,42.0,WHITE
1010723,MALE,58.0,BLACK
1010724,MALE,54.0,WHITE
1010725,FEMALE,55.0,BLACK
1010726,MALE,58.0,BLACK
1010727,MALE,57.0,HISPANIC
1010728,MALE,57.0,BLACK
1010730,FEMALE,,BLACK
1010731,FEMALE,64.0,BLACK
1010733,MALE,30.0,WHITE
1010735,MALE,69.0,WHITE
1010738,FEMALE,40.0,BLACK
1010739,MALE,36.0,WHITE
1010742,FEMALE,57.0,BLACK
1010743,FEMALE,30.0,BLACK
1010744,MALE,,WHITE
1010745,MALE,81.0,WHITE
1010746,MALE,81.0,WHITE
1010747,FEMALE,56.0,BLACK
1010748,MALE,58.0,WHITE
1010749,MALE,,BLACK
1010751,MALE,44.0,BLACK
1010752,FEMALE,57.0,BLACK
1010753,FEMALE,46.0,BLACK
1010755,FEMALE,29.0,BLACK
1010757,FEMALE,45.0,BLACK
1010758,FEMALE,41.0,BLACK
1010759,MALE,49.0,HISPANIC
1010759,MALE,44.0,
1010760,FEMALE,49.0,WHITE
1010762,FEMALE,53.0,BLACK
1010764,FEMALE,33.0,HISPANIC
1010766,FEMALE,45.0,BLACK
1010767,MALE,46.0,HISPANIC
1010770,MALE,33.0,BLACK
1010771,MALE,32.0,WHITE
1010772,MALE,50.0,WHITE
1010773,MALE,47.0,HISPANIC
1010774,FEMALE,44.0,BLACK
1010775,FEMALE,39.0,HISPANIC
1010776,FEMALE,45.0,WHITE
1010777,MALE,56.0,WHITE
1010778,FEMALE,49.0,BLACK
1010779,MALE,,BLACK
1010780,FEMALE,34.0,HISPANIC
1010781,MALE,,
1010782,FEMALE,,
1010783,MALE,,
1010784,FEMALE,,
1010785,MALE,54.0,BLACK
1010786,MALE,50.0,BLACK
1010787,MALE,,WHITE
1010788,MALE,38.0,BLACK
1010789,MALE,58.0,BLACK
1010790,FEMALE,41.0,HISPANIC
1010793,FEMALE,,WHITE
1010794,MALE,64.0,WHITE
1010795,MALE,30.0,BLACK
1010796,MALE,58.0,HISPANIC
1010797,MALE,33.0,HISPANIC
1010800,MALE,44.0,BLACK
1010801,FEMALE,63.0,HISPANIC
1010802,FEMALE,51.0,WHITE
1010804,MALE,53.0,BLACK
1010805,FEMALE,46.0,WHITE
1010806,FEMALE,49.0,BLACK
1010808,MALE,48.0,WHITE
1010809,FEMALE,44.0,WHITE
1010810,MALE,65.0,BLACK
1010811,FEMALE,36.0,BLACK
1010812,MALE,43.0,WHITE
1010813,MALE,52.0,BLACK
1010814,FEMALE,53.0,WHITE
1010815,MALE,50.0,BLACK
1010816,MALE,30.0,BLACK
1010817,MALE,56.0,
1010819,MALE,55.0,BLACK
1010821,FEMALE,,WHITE
1010822,MALE,30.0,BLACK
1010823,MALE,44.0,BLACK
1010824,FEMALE,37.0,WHITE
1010825,MALE,37.0,BLACK
1010826,FEMALE,33.0,BLACK
1010827,FEMALE,46.0,BLACK
1010828,MALE,31.0,BLACK
1010829,FEMALE,,BLACK
1010831,FEMALE,,WHITE
1010832,FEMALE,49.0,BLACK
1010833,FEMALE,,BLACK
1010834,FEMALE,56.0,BLACK
1010835,MALE,37.0,HISPANIC
1010836,FEMALE,47.0,BLACK
1010837,FEMALE,,BLACK
1010840,MALE,27.0,HISPANIC
1010841,FEMALE,31.0,WHITE
1010842,MALE,32.0,WHITE
1010843,MALE,39.0,BLACK
1010844,FEMALE,35.0,BLACK
1010845,MALE,48.0,HISPANIC
1010846,FEMALE,44.0,BLACK
1010847,MALE,36.0,BLACK
1010848,FEMALE,30.0,BLACK
1010849,MALE,44.0,BLACK
1010850,MALE,37.0,BLACK
1010851,FEMALE,57.0,WHITE
1010852,MALE,31.0,BLACK
1010853,MALE,42.0,BLACK
1010857,FEMALE,72.0,BLACK
1010859,FEMALE,37.0,BLACK
1010860,MALE,44.0,BLACK
1010860,MALE,,BLACK
1010860,FEMALE,,BLACK
1010861,MALE,40.0,BLACK
1010862,FEMALE,34.0,BLACK
1010863,MALE,34.0,BLACK
1010864,FEMALE,49.0,BLACK
1010865,MALE,47.0,WHITE
1010866,MALE,38.0,HISPANIC
1010867,MALE,51.0,WHITE
1010868,FEMALE,46.0,BLACK
1010869,MALE,44.0,BLACK
1010870,FEMALE,59.0,BLACK
1010871,MALE,47.0,WHITE
1010872,FEMALE,,BLACK
1010875,MALE,42.0,BLACK
1010877,FEMALE,54.0,WHITE
1010878,FEMALE,,BLACK
1010880,FEMALE,54.0,WHITE
1010883,MALE,41.0,BLACK
1010885,MALE,59.0,BLACK
1010886,MALE,36.0,BLACK
1010887,MALE,37.0,BLACK
1010888,FEMALE,40.0,BLACK
1010890,MALE,49.0,BLACK
1010891,MALE,32.0,BLACK
1010892,MALE,39.0,WHITE
1010893,MALE,,WHITE
1010894,MALE,43.0,WHITE
